city,timestamp,temperature,season
New York,2010-03-09,10.13900204337431,spring
New York,2010-03-10,9.315253503861351,spring
New York,2010-03-11,9.212530925884655,spring
New York,2010-03-12,12.008095759547052,spring
New York,2010-03-13,6.938058654665969,spring
New York,2010-03-14,9.194239146032311,spring
New York,2010-03-15,6.827468273714015,spring
New York,2010-03-16,11.914813359623912,spring
New York,2010-03-17,9.884076743982245,spring
New York,2010-03-18,14.973288346904315,spring
New York,2010-03-19,10.340039740537359,spring
New York,2010-03-20,11.702154097238175,spring
New York,2010-03-21,-0.8926940384358284,spring
New York,2010-03-22,13.942596186621023,spring
New York,2010-03-23,7.803144127761982,spring
New York,2010-03-24,14.523146219145476,spring
New York,2010-03-25,4.593254112263761,spring
New York,2010-03-26,3.691634158349232,spring
New York,2010-03-27,11.179042243431546,spring
New York,2010-03-28,12.807750001265441,spring
New York,2010-03-29,8.135779813043259,spring
New York,2010-03-30,12.36320491492362,spring
New York,2010-03-31,5.394432573040319,spring
New York,2010-04-01,10.203383575743462,spring
New York,2010-04-02,13.417674594929741,spring
New York,2010-04-03,10.777011596659147,spring
New York,2010-04-04,-0.17504589444138352,spring
New York,2010-04-05,10.945797318859922,spring
New York,2010-04-06,13.611881592437193,spring
New York,2010-04-07,20.662120447434425,spring
New York,2010-04-08,10.949704755242841,spring
New York,2010-04-09,6.462556373402401,spring
New York,2010-04-10,8.506508857537433,spring
New York,2010-04-11,8.25414470790937,spring
New York,2010-04-12,10.151194270361321,spring
New York,2010-04-13,8.702532946012315,spring
New York,2010-04-14,10.262618603392841,spring
New York,2010-04-15,10.111319744615237,spring
New York,2010-04-16,13.647053854229178,spring
New York,2010-04-17,10.5427274525359,spring
New York,2010-04-18,16.64821125244484,spring
New York,2010-04-19,13.296024217624797,spring
New York,2010-04-20,8.605544197210047,spring
New York,2010-04-21,6.21084005985314,spring
New York,2010-04-22,6.308121748703807,spring
New York,2010-04-23,11.379129964083965,spring
New York,2010-04-24,8.16142888015347,spring
New York,2010-04-25,11.293610091116149,spring
New York,2010-04-26,5.553846711062736,spring
New York,2010-04-27,13.184712107226767,spring
New York,2010-04-28,16.373774263409544,spring
New York,2010-04-29,11.50994012808634,spring
New York,2010-04-30,6.754948188919828,spring
New York,2010-05-01,7.7049275827300505,spring
New York,2010-05-02,8.363492362431058,spring
New York,2010-05-03,13.731248489786424,spring
New York,2010-05-04,16.353646530887307,spring
New York,2010-05-05,5.76172892914475,spring
New York,2010-05-06,1.6564798634327726,spring
New York,2010-05-07,13.766106564159228,spring
New York,2010-05-08,8.277835080796558,spring
New York,2010-05-09,6.696252000904317,spring
New York,2010-05-10,9.740805183540967,spring
New York,2010-05-11,9.216977980511857,spring
New York,2010-05-12,10.388558976827795,spring
New York,2010-05-13,7.679061857915288,spring
New York,2010-05-14,7.467312494587046,spring
New York,2010-05-15,9.875301364847877,spring
New York,2010-05-16,8.439653929545498,spring
New York,2010-05-17,6.514160746594117,spring
New York,2010-05-18,14.222050458432685,spring
New York,2010-05-19,15.768384711747949,spring
New York,2010-05-20,7.769608084594207,spring
New York,2010-05-21,10.275172087126844,spring
New York,2010-05-22,7.758623647893038,spring
New York,2010-05-23,12.674150010396263,spring
New York,2010-05-24,12.13388383383201,spring
New York,2010-05-25,-0.7583860312906476,spring
New York,2010-05-26,10.443854027306783,spring
New York,2010-05-27,13.329992096282968,spring
New York,2010-05-28,13.149866688293587,spring
New York,2010-05-29,14.102467447818569,spring
New York,2010-05-30,12.297146027908592,spring
New York,2010-05-31,4.583671648481371,spring
New York,2010-06-01,15.08189733230408,summer
New York,2010-06-02,23.17483953501232,summer
New York,2010-06-03,17.536846528484595,summer
New York,2010-06-04,27.228336706966292,summer
New York,2010-06-05,13.776902132173722,summer
New York,2010-06-06,14.7400736239422,summer
New York,2010-06-07,33.21149987930695,summer
New York,2010-06-08,15.94400541216602,summer
New York,2010-06-09,27.868166276764242,summer
New York,2010-06-10,28.624391202063396,summer
New York,2010-06-11,24.78087802126265,summer
New York,2010-06-12,26.206093850591454,summer
New York,2010-06-13,28.874439199205565,summer
New York,2010-06-14,20.67086349419223,summer
New York,2010-06-15,23.717872099984024,summer
New York,2010-06-16,27.99271802721372,summer
New York,2010-06-17,18.645741512798974,summer
New York,2010-06-18,22.72499467389449,summer
New York,2010-06-19,16.930132478878924,summer
New York,2010-06-20,24.726942856047742,summer
New York,2010-06-21,26.743425091755498,summer
New York,2010-06-22,24.580216813854037,summer
New York,2010-06-23,17.021987209676272,summer
New York,2010-06-24,31.312431724472678,summer
New York,2010-06-25,23.700375792997388,summer
New York,2010-06-26,27.470868554789163,summer
New York,2010-06-27,20.63715901186478,summer
New York,2010-06-28,18.19747970759094,summer
New York,2010-06-29,29.62091923035677,summer
New York,2010-06-30,29.707742086242703,summer
New York,2010-07-01,21.657363633968586,summer
New York,2010-07-02,36.591396987690615,summer
New York,2010-07-03,20.838873758604212,summer
New York,2010-07-04,25.300697353285173,summer
New York,2010-07-05,23.235168018355772,summer
New York,2010-07-06,24.247799735817683,summer
New York,2010-07-07,29.674652527237207,summer
New York,2010-07-08,21.495849477874245,summer
New York,2010-07-09,21.981184671655253,summer
New York,2010-07-10,27.130137957030446,summer
New York,2010-07-11,24.498674503626173,summer
New York,2010-07-12,26.113604848011647,summer
New York,2010-07-13,23.974407622751766,summer
New York,2010-07-14,26.410705321382064,summer
New York,2010-07-15,31.266922428391556,summer
New York,2010-07-16,20.96711527540059,summer
New York,2010-07-17,32.20663847440541,summer
New York,2010-07-18,27.947536198521725,summer
New York,2010-07-19,30.45587218283417,summer
New York,2010-07-20,16.905805277677867,summer
New York,2010-07-21,30.579412003561284,summer
New York,2010-07-22,20.472624387425185,summer
New York,2010-07-23,24.99984181517141,summer
New York,2010-07-24,13.393535762306485,summer
New York,2010-07-25,26.440352973942634,summer
New York,2010-07-26,22.61668428134204,summer
New York,2010-07-27,27.324083662442106,summer
New York,2010-07-28,21.254084561163804,summer
New York,2010-07-29,28.75677026191296,summer
New York,2010-07-30,28.007387568541432,summer
New York,2010-07-31,24.516630345527144,summer
New York,2010-08-01,20.587334011843907,summer
New York,2010-08-02,27.827663817208357,summer
New York,2010-08-03,19.952271330401306,summer
New York,2010-08-04,36.194521737519615,summer
New York,2010-08-05,24.003500701455188,summer
New York,2010-08-06,29.74454543170514,summer
New York,2010-08-07,23.686483567965663,summer
New York,2010-08-08,28.77310783033644,summer
New York,2010-08-09,25.767366153657242,summer
New York,2010-08-10,22.31648310185726,summer
New York,2010-08-11,22.53852810640404,summer
New York,2010-08-12,34.90347708742136,summer
New York,2010-08-13,15.682640734003433,summer
New York,2010-08-14,24.53750014283111,summer
New York,2010-08-15,23.83149323835395,summer
New York,2010-08-16,33.55509479898058,summer
New York,2010-08-17,24.140886308223912,summer
New York,2010-08-18,19.840907197332644,summer
New York,2010-08-19,22.297483768509817,summer
New York,2010-08-20,20.610888150425183,summer
New York,2010-08-21,17.170009852864734,summer
New York,2010-08-22,24.204310702552014,summer
New York,2010-08-23,27.52030914645987,summer
New York,2010-08-24,31.151710343407288,summer
New York,2010-08-25,24.903140634934854,summer
New York,2010-08-26,15.964602014236085,summer
New York,2010-08-27,27.030356444088252,summer
New York,2010-08-28,30.34103755733422,summer
New York,2010-08-29,26.77815239078329,summer
New York,2010-08-30,26.323126205308878,summer
New York,2010-08-31,25.184082606769266,summer
New York,2010-09-01,12.440087398521083,autumn
New York,2010-09-02,19.184232369311427,autumn
New York,2010-09-03,13.677466829579519,autumn
New York,2010-09-04,15.071408124970109,autumn
New York,2010-09-05,19.90623627464608,autumn
New York,2010-09-06,6.602670453251232,autumn
New York,2010-09-07,17.435081471907925,autumn
New York,2010-09-08,20.183357159363116,autumn
New York,2010-09-09,13.265031306436518,autumn
New York,2010-09-10,20.539078465182833,autumn
New York,2010-09-11,13.576543695644274,autumn
New York,2010-09-12,28.253334496467957,autumn
New York,2010-09-13,17.69754004066027,autumn
New York,2010-09-14,12.115073896300228,autumn
New York,2010-09-15,17.025794148498452,autumn
New York,2010-09-16,17.39337290570203,autumn
New York,2010-09-17,19.72841681377505,autumn
New York,2010-09-18,15.157545434984366,autumn
New York,2010-09-19,16.89917845577831,autumn
New York,2010-09-20,21.762706366591008,autumn
New York,2010-09-21,15.219577455592415,autumn
New York,2010-09-22,3.4384845611389747,autumn
New York,2010-09-23,13.470148831024673,autumn
New York,2010-09-24,17.915658456194535,autumn
New York,2010-09-25,16.424103948903525,autumn
New York,2010-09-26,11.630019592221073,autumn
New York,2010-09-27,4.984335043987547,autumn
New York,2010-09-28,13.451802619112541,autumn
New York,2010-09-29,7.306059887952731,autumn
New York,2010-09-30,11.125180554508512,autumn
New York,2010-10-01,12.899768220841446,autumn
New York,2010-10-02,25.412256683341027,autumn
New York,2010-10-03,23.607626865013113,autumn
New York,2010-10-04,18.783284732811282,autumn
New York,2010-10-05,10.695742848741636,autumn
New York,2010-10-06,16.020700920500733,autumn
New York,2010-10-07,16.17360519486086,autumn
New York,2010-10-08,14.526867257408753,autumn
New York,2010-10-09,18.774042709971926,autumn
New York,2010-10-10,11.96915242036326,autumn
New York,2010-10-11,13.025790475026243,autumn
New York,2010-10-12,13.489974252001932,autumn
New York,2010-10-13,10.769873040256345,autumn
New York,2010-10-14,13.67479649914762,autumn
New York,2010-10-15,13.2459077644354,autumn
New York,2010-10-16,13.41351519339398,autumn
New York,2010-10-17,20.515010933068904,autumn
New York,2010-10-18,9.610427471169036,autumn
New York,2010-10-19,11.518405601348732,autumn
New York,2010-10-20,13.451969148023696,autumn
New York,2010-10-21,12.100920193384793,autumn
New York,2010-10-22,13.189491115991085,autumn
New York,2010-10-23,15.847784781081488,autumn
New York,2010-10-24,19.34750649260192,autumn
New York,2010-10-25,20.241155065300017,autumn
New York,2010-10-26,17.955556969773436,autumn
New York,2010-10-27,12.342833764296104,autumn
New York,2010-10-28,11.266828820041532,autumn
New York,2010-10-29,26.360149334844138,autumn
New York,2010-10-30,15.266921622561666,autumn
New York,2010-10-31,12.132242324732237,autumn
New York,2010-11-01,13.695635267185075,autumn
New York,2010-11-02,16.595657950486682,autumn
New York,2010-11-03,10.328381899104267,autumn
New York,2010-11-04,21.04316526163454,autumn
New York,2010-11-05,11.829760857240979,autumn
New York,2010-11-06,15.958869068956325,autumn
New York,2010-11-07,15.371833712579816,autumn
New York,2010-11-08,16.903471090515566,autumn
New York,2010-11-09,11.298113346645847,autumn
New York,2010-11-10,9.800477801020172,autumn
New York,2010-11-11,16.66483733955725,autumn
New York,2010-11-12,17.642355083204805,autumn
New York,2010-11-13,18.77227144298294,autumn
New York,2010-11-14,20.623547088408127,autumn
New York,2010-11-15,12.729082393069127,autumn
New York,2010-11-16,22.643017364089214,autumn
New York,2010-11-17,14.488932318560073,autumn
New York,2010-11-18,1.7593132321491778,autumn
New York,2010-11-19,14.111101911000562,autumn
New York,2010-11-20,2.5036003698160703,autumn
New York,2010-11-21,25.14986014896528,autumn
New York,2010-11-22,19.048208530515794,autumn
New York,2010-11-23,15.481390735011958,autumn
New York,2010-11-24,18.056463750081846,autumn
New York,2010-11-25,17.22555302005541,autumn
New York,2010-11-26,15.683144376737234,autumn
New York,2010-11-27,10.527204333081663,autumn
New York,2010-11-28,12.714647693935548,autumn
New York,2010-11-29,20.525686694561685,autumn
New York,2010-11-30,16.87054856649687,autumn
New York,2010-12-01,-7.4340908350640325,winter
New York,2010-12-02,4.392467850053061,winter
New York,2010-12-03,-9.447042522695739,winter
New York,2010-12-04,-9.551837356647194,winter
New York,2010-12-05,-3.601373035420878,winter
New York,2010-12-06,0.3112709432695961,winter
New York,2010-12-07,-12.325115055012251,winter
New York,2010-12-08,3.823405799896942,winter
New York,2010-12-09,-1.764724537418898,winter
New York,2010-12-10,5.349315692318579,winter
New York,2010-12-11,2.530154647661388,winter
New York,2010-12-12,-3.91001646669376,winter
New York,2010-12-13,2.631503482174191,winter
New York,2010-12-14,-5.394220126400247,winter
New York,2010-12-15,0.12362888249774528,winter
New York,2010-12-16,6.8103762476923615,winter
New York,2010-12-17,8.314365566237354,winter
New York,2010-12-18,-7.397498909426444,winter
New York,2010-12-19,7.529810728552149,winter
New York,2010-12-20,-3.020307231898327,winter
New York,2010-12-21,-4.566081691089135,winter
New York,2010-12-22,1.6465137164596522,winter
New York,2010-12-23,-1.8136960014714005,winter
New York,2010-12-24,-6.455772752579412,winter
New York,2010-12-25,2.367785907506762,winter
New York,2010-12-26,3.0422091575087324,winter
New York,2010-12-27,-6.43423824563003,winter
New York,2010-12-28,-3.920822712308853,winter
New York,2010-12-29,-4.017853412520316,winter
New York,2010-12-30,5.014780074983616,winter
New York,2010-12-31,7.110936564580584,winter
New York,2011-01-01,-0.8712874648309685,winter
New York,2011-01-02,3.1004121597857703,winter
New York,2011-01-03,1.7861067672852924,winter
New York,2011-01-04,-5.85005783194961,winter
New York,2011-01-05,5.298710152305574,winter
New York,2011-01-06,-4.49372164812922,winter
New York,2011-01-07,1.0181860040593038,winter
New York,2011-01-08,11.229514990149628,winter
New York,2011-01-09,5.862513340805865,winter
New York,2011-01-10,0.11592408007454084,winter
New York,2011-01-11,-5.209165658335511,winter
New York,2011-01-12,2.78764252441687,winter
New York,2011-01-13,7.655080045520856,winter
New York,2011-01-14,-2.267953874081365,winter
New York,2011-01-15,-0.4454192341596555,winter
New York,2011-01-16,-1.9896437550538364,winter
New York,2011-01-17,-7.576574139221245,winter
New York,2011-01-18,4.453434623469897,winter
New York,2011-01-19,1.3840006733077246,winter
New York,2011-01-20,-1.1506411254719289,winter
New York,2011-01-21,-1.7160483641734428,winter
New York,2011-01-22,1.912452491783736,winter
New York,2011-01-23,1.9816958369899262,winter
New York,2011-01-24,3.1040173011384358,winter
New York,2011-01-25,3.7563520419067675,winter
New York,2011-01-26,-0.6683544103755783,winter
New York,2011-01-27,2.779977520186055,winter
New York,2011-01-28,3.7643438792229573,winter
New York,2011-01-29,-7.169819079993741,winter
New York,2011-01-30,-7.209375299158305,winter
New York,2011-01-31,3.4901491026785427,winter
New York,2011-02-01,3.211768136015318,winter
New York,2011-02-02,3.2050257844182006,winter
New York,2011-02-03,-6.580353065768872,winter
New York,2011-02-04,-7.212073943643116,winter
New York,2011-02-05,-5.103420350900075,winter
New York,2011-02-06,-3.1053157955655846,winter
New York,2011-02-07,-4.710404647723831,winter
New York,2011-02-08,-3.4188745343008966,winter
New York,2011-02-09,3.356186557312122,winter
New York,2011-02-10,6.974317433143781,winter
New York,2011-02-11,-1.8322239987841094,winter
New York,2011-02-12,3.5711728068620237,winter
New York,2011-02-13,2.001919266288369,winter
New York,2011-02-14,-5.084897043172938,winter
New York,2011-02-15,-5.967654433238793,winter
New York,2011-02-16,-11.74431468514867,winter
New York,2011-02-17,-5.6231006382208735,winter
New York,2011-02-18,0.38156368191216866,winter
New York,2011-02-19,0.5911003302967046,winter
New York,2011-02-20,1.1682549754238571,winter
New York,2011-02-21,-0.6587270421904876,winter
New York,2011-02-22,2.691117722837916,winter
New York,2011-02-23,4.763823241250485,winter
New York,2011-02-24,-8.030389144452453,winter
New York,2011-02-25,-0.42350402224801625,winter
New York,2011-02-26,7.885772676678904,winter
New York,2011-02-27,-3.5189279026214355,winter
New York,2011-02-28,-1.302804869078089,winter
New York,2011-03-01,12.472109581841588,spring
New York,2011-03-02,11.399732322133731,spring
New York,2011-03-03,13.706208940451452,spring
New York,2011-03-04,10.06322511968627,spring
New York,2011-03-05,11.656669731696185,spring
New York,2011-03-06,-0.9414311328369696,spring
New York,2011-03-07,9.346793137836487,spring
New York,2011-03-08,4.335072439417673,spring
New York,2011-03-09,19.871443117218178,spring
New York,2011-03-10,7.3391431108429845,spring
New York,2011-03-11,13.192409728098042,spring
New York,2011-03-12,4.333543659678235,spring
New York,2011-03-13,10.00266409337833,spring
New York,2011-03-14,12.323466743644696,spring
New York,2011-03-15,12.037841815222906,spring
New York,2011-03-16,17.463828074053108,spring
New York,2011-03-17,1.4065270117111894,spring
New York,2011-03-18,4.407811829358515,spring
New York,2011-03-19,7.654437489606027,spring
New York,2011-03-20,6.512659103445791,spring
New York,2011-03-21,12.224068014120268,spring
New York,2011-03-22,12.810086454357183,spring
New York,2011-03-23,10.388793078850835,spring
New York,2011-03-24,7.930259696010566,spring
New York,2011-03-25,-2.870704325594957,spring
New York,2011-03-26,13.48700514878901,spring
New York,2011-03-27,14.150401189759547,spring
New York,2011-03-28,9.132126300276095,spring
New York,2011-03-29,-1.1424349095441122,spring
New York,2011-03-30,9.326604812034082,spring
New York,2011-03-31,16.96908399792468,spring
New York,2011-04-01,3.5092222194410483,spring
New York,2011-04-02,11.36032791804539,spring
New York,2011-04-03,11.461697674298373,spring
New York,2011-04-04,8.316693067016741,spring
New York,2011-04-05,16.784369325022414,spring
New York,2011-04-06,6.764906104706671,spring
New York,2011-04-07,13.586634375455414,spring
New York,2011-04-08,-3.0872586483193953,spring
New York,2011-04-09,9.925940286681927,spring
New York,2011-04-10,8.66337715153158,spring
New York,2011-04-11,15.3941023286052,spring
New York,2011-04-12,0.0212597373053669,spring
New York,2011-04-13,2.3441391475495656,spring
New York,2011-04-14,3.2201088898024444,spring
New York,2011-04-15,6.594203463380317,spring
New York,2011-04-16,2.4441856170527476,spring
New York,2011-04-17,9.90741981450292,spring
New York,2011-04-18,9.497861957919433,spring
New York,2011-04-19,7.242762953296198,spring
New York,2011-04-20,1.663659689607332,spring
New York,2011-04-21,5.423212672588989,spring
New York,2011-04-22,11.494323312904832,spring
New York,2011-04-23,8.718051128449876,spring
New York,2011-04-24,6.990055406080537,spring
New York,2011-04-25,11.366907937350547,spring
New York,2011-04-26,8.341053869825451,spring
New York,2011-04-27,8.036959474097879,spring
New York,2011-04-28,8.541433289016318,spring
New York,2011-04-29,4.244845670219841,spring
New York,2011-04-30,4.044978272886847,spring
New York,2011-05-01,1.5480657434501655,spring
New York,2011-05-02,11.528561039675253,spring
New York,2011-05-03,21.736645182279148,spring
New York,2011-05-04,4.822998181092723,spring
New York,2011-05-05,9.26889942557583,spring
New York,2011-05-06,8.885308058021776,spring
New York,2011-05-07,9.180989624596199,spring
New York,2011-05-08,11.077667203996944,spring
New York,2011-05-09,3.9573196147199283,spring
New York,2011-05-10,16.831354362057553,spring
New York,2011-05-11,7.731487112620001,spring
New York,2011-05-12,16.50471128472188,spring
New York,2011-05-13,19.332174067039418,spring
New York,2011-05-14,-0.5054614184251371,spring
New York,2011-05-15,7.231645516625836,spring
New York,2011-05-16,13.186687524743656,spring
New York,2011-05-17,1.1989263740987943,spring
New York,2011-05-18,19.902554861460434,spring
New York,2011-05-19,4.9568877458831775,spring
New York,2011-05-20,16.748250216715014,spring
New York,2011-05-21,7.166407002673827,spring
New York,2011-05-22,4.690800706406679,spring
New York,2011-05-23,9.409290890874784,spring
New York,2011-05-24,9.050724079820567,spring
New York,2011-05-25,8.206471295641947,spring
New York,2011-05-26,12.466941512732372,spring
New York,2011-05-27,3.8253369708549743,spring
New York,2011-05-28,2.324144720040253,spring
New York,2011-05-29,11.312882289112968,spring
New York,2011-05-30,11.186520671377988,spring
New York,2011-05-31,8.414336730143173,spring
New York,2011-06-01,32.910780025673986,summer
New York,2011-06-02,21.054261904857444,summer
New York,2011-06-03,29.16098762442811,summer
New York,2011-06-04,21.524215449426773,summer
New York,2011-06-05,23.871311543176738,summer
New York,2011-06-06,21.691238202139026,summer
New York,2011-06-07,18.359939382659444,summer
New York,2011-06-08,29.095079335662856,summer
New York,2011-06-09,27.66901114575795,summer
New York,2011-06-10,31.60268724237722,summer
New York,2011-06-11,28.693115640832954,summer
New York,2011-06-12,32.60382103961803,summer
New York,2011-06-13,27.96998295565854,summer
New York,2011-06-14,25.487203947078676,summer
New York,2011-06-15,27.10154777109816,summer
New York,2011-06-16,24.603807675915554,summer
New York,2011-06-17,25.68646770692948,summer
New York,2011-06-18,25.15241337823052,summer
New York,2011-06-19,25.499131335276807,summer
New York,2011-06-20,25.004768217656725,summer
New York,2011-06-21,29.7024807482795,summer
New York,2011-06-22,28.120591960895794,summer
New York,2011-06-23,24.72034263832696,summer
New York,2011-06-24,20.326634711544994,summer
New York,2011-06-25,18.4595433139198,summer
New York,2011-06-26,22.54394713175978,summer
New York,2011-06-27,30.506977990131062,summer
New York,2011-06-28,28.590618591275827,summer
New York,2011-06-29,29.707721894267493,summer
New York,2011-06-30,16.922901187955787,summer
New York,2011-07-01,29.276706308795045,summer
New York,2011-07-02,27.400443450549133,summer
New York,2011-07-03,24.781077397125486,summer
New York,2011-07-04,27.837620630728022,summer
New York,2011-07-05,23.43342251776632,summer
New York,2011-07-06,24.71110976477195,summer
New York,2011-07-07,23.870696425537158,summer
New York,2011-07-08,20.783546898730194,summer
New York,2011-07-09,26.31489740830652,summer
New York,2011-07-10,18.41059856541844,summer
New York,2011-07-11,25.76563395209853,summer
New York,2011-07-12,27.496116403376814,summer
New York,2011-07-13,27.82654720359503,summer
New York,2011-07-14,27.507686757707557,summer
New York,2011-07-15,22.729552333495356,summer
New York,2011-07-16,32.88987553437034,summer
New York,2011-07-17,26.231107115648303,summer
New York,2011-07-18,19.659457323472513,summer
New York,2011-07-19,25.032725724003512,summer
New York,2011-07-20,28.157579869373322,summer
New York,2011-07-21,21.22450555639728,summer
New York,2011-07-22,25.943032757714896,summer
New York,2011-07-23,32.39539020311424,summer
New York,2011-07-24,24.691219274133488,summer
New York,2011-07-25,15.841756657543138,summer
New York,2011-07-26,21.66325895227956,summer
New York,2011-07-27,26.53669753592203,summer
New York,2011-07-28,20.347238535617247,summer
New York,2011-07-29,24.259888242694586,summer
New York,2011-07-30,30.744018158950883,summer
New York,2011-07-31,28.45710798566443,summer
New York,2011-08-01,17.377882785157528,summer
New York,2011-08-02,24.12684587262147,summer
New York,2011-08-03,31.945232961004937,summer
New York,2011-08-04,27.911984059647036,summer
New York,2011-08-05,24.632748967463858,summer
New York,2011-08-06,26.935172629620652,summer
New York,2011-08-07,18.188713113245456,summer
New York,2011-08-08,27.37354002969618,summer
New York,2011-08-09,28.485790305934316,summer
New York,2011-08-10,19.779175701620982,summer
New York,2011-08-11,22.63518992970991,summer
New York,2011-08-12,23.157222358433543,summer
New York,2011-08-13,35.071555409119625,summer
New York,2011-08-14,23.24443824177848,summer
New York,2011-08-15,22.962320277345828,summer
New York,2011-08-16,30.647461924312612,summer
New York,2011-08-17,26.84457836635957,summer
New York,2011-08-18,20.579447259346693,summer
New York,2011-08-19,25.731722244321034,summer
New York,2011-08-20,18.06621864785974,summer
New York,2011-08-21,28.88504930756145,summer
New York,2011-08-22,28.61919323706297,summer
New York,2011-08-23,25.4687920934605,summer
New York,2011-08-24,29.50964660525964,summer
New York,2011-08-25,26.573360514251135,summer
New York,2011-08-26,17.378384818827012,summer
New York,2011-08-27,18.18391166180036,summer
New York,2011-08-28,20.40127580285927,summer
New York,2011-08-29,18.36615930167904,summer
New York,2011-08-30,25.754952632421773,summer
New York,2011-08-31,27.383857103118352,summer
New York,2011-09-01,17.41624465391248,autumn
New York,2011-09-02,17.795974001107844,autumn
New York,2011-09-03,10.015273849192225,autumn
New York,2011-09-04,20.70805374933313,autumn
New York,2011-09-05,22.455279354038314,autumn
New York,2011-09-06,23.327787864966474,autumn
New York,2011-09-07,12.919991189634134,autumn
New York,2011-09-08,13.822043701039151,autumn
New York,2011-09-09,17.81232960578167,autumn
New York,2011-09-10,13.541514893710866,autumn
New York,2011-09-11,17.760216222384845,autumn
New York,2011-09-12,16.215256876384927,autumn
New York,2011-09-13,17.264474531682712,autumn
New York,2011-09-14,12.700580745248088,autumn
New York,2011-09-15,26.458570615281797,autumn
New York,2011-09-16,9.186383891308983,autumn
New York,2011-09-17,21.470569741341148,autumn
New York,2011-09-18,21.273209985165593,autumn
New York,2011-09-19,16.37894867795277,autumn
New York,2011-09-20,23.41482728018369,autumn
New York,2011-09-21,12.34995724268308,autumn
New York,2011-09-22,8.693800048437861,autumn
New York,2011-09-23,8.099479556905028,autumn
New York,2011-09-24,13.367111373538894,autumn
New York,2011-09-25,12.357662465279974,autumn
New York,2011-09-26,19.049242364453246,autumn
New York,2011-09-27,15.6785009768939,autumn
New York,2011-09-28,19.353973524388525,autumn
New York,2011-09-29,16.96867034420562,autumn
New York,2011-09-30,17.31010901254903,autumn
New York,2011-10-01,15.253831402802298,autumn
New York,2011-10-02,19.090591563107928,autumn
New York,2011-10-03,16.969844040520243,autumn
New York,2011-10-04,5.570015655635199,autumn
New York,2011-10-05,16.86111741117317,autumn
New York,2011-10-06,5.441628037864725,autumn
New York,2011-10-07,18.89240076980989,autumn
New York,2011-10-08,14.062274523948584,autumn
New York,2011-10-09,17.56559937221441,autumn
New York,2011-10-10,13.955006659625601,autumn
New York,2011-10-11,19.834394528587307,autumn
New York,2011-10-12,4.468532819959028,autumn
